Instance,Objective_value,Run_time,Solution_status,Opt_gap,num_off_lines,off_lines,num_off_lines_leaf,off_lines_leaf,inst_ind
pglib_opf_case3_lmbd__sad,5877.26546925245,5.759026417,OPTIMAL,0.0,0,Any[],0,Any[],1
