pglib_opf_case3_lmbd__sad,3,3,5959.312896,0.077814579,OPTIMAL
pglib_opf_case5_pjm__sad,5,6,26108.84226,0.040815978,OPTIMAL
pglib_opf_case14_ieee__sad,14,20,2776.787604,0.103240651,OPTIMAL
pglib_opf_case24_ieee_rts__sad,24,38,76917.96407,0.128441062,OPTIMAL
pglib_opf_case30_as__sad,30,41,897.3510646,0.118351406,OPTIMAL
pglib_opf_case30_ieee__sad,30,41,8208.515428,0.091180733,OPTIMAL
pglib_opf_case39_epri__sad,39,46,148340.4989,0.190185956,OPTIMAL
pglib_opf_case57_ieee__sad,57,80,38663.28215,0.265566884,OPTIMAL
pglib_opf_case73_ieee_rts__sad,73,120,227603.741,0.553717568,OPTIMAL
pglib_opf_case89_pegase__sad,89,210,107285.6731,1.474456933,OPTIMAL
pglib_opf_case118_ieee__sad,118,186,105155.0471,0.549544485,OPTIMAL
pglib_opf_case162_ieee_dtc__sad,162,284,108690.6957,0.792840005,OPTIMAL
pglib_opf_case179_goc__sad,179,263,762532.526,1.058118501,OPTIMAL
pglib_opf_case200_activ__sad,200,245,27557.57047,0.52223391,OPTIMAL
pglib_opf_case240_pserc__sad,240,448,3.41E+06,8.826994308,OPTIMAL
pglib_opf_case300_ieee__sad,300,411,565704.2971,1.268057249,OPTIMAL
pglib_opf_case500_goc__sad,500,733,487397.2097,3.171948768,OPTIMAL
pglib_opf_case588_sdet__sad,588,686,329356.2991,2.690731383,OPTIMAL
pglib_opf_case793_goc__sad,793,913,285798.4007,3.958242746,OPTIMAL
pglib_opf_case1354_pegase__sad,1354,1991,1.26E+06,9.577696189,OPTIMAL
pglib_opf_case1888_rte__sad,1888,2531,1.41E+06,18.84982829,OPTIMAL
pglib_opf_case1951_rte__sad,1951,2596,2.09E+06,33.21755455,OPTIMAL
pglib_opf_case2000_goc__sad,2000,3639,992879.7942,14.84350485,OPTIMAL
pglib_opf_case2312_goc__sad,2312,3013,462353.1907,15.58974392,OPTIMAL
pglib_opf_case2383wp_k__sad,2383,2896,1.91E+06,15.33381027,OPTIMAL
pglib_opf_case2736sp_k__sad,2736,3504,1.33E+06,14.88840567,OPTIMAL
pglib_opf_case2737sop_k__sad,2737,3506,790948.1165,12.9990462,OPTIMAL
pglib_opf_case2742_goc__sad,2742,4673,275705.4526,49.32439834,OPTIMAL
pglib_opf_case2746wop_k__sad,2746,3514,1.23E+06,12.83628548,OPTIMAL
pglib_opf_case2746wp_k__sad,2746,3514,1.67E+06,13.12975294,OPTIMAL
pglib_opf_case2848_rte__sad,2848,3776,1.29E+06,31.28022094,OPTIMAL
pglib_opf_case2853_sdet__sad,2853,3921,2.07E+06,18.07490404,OPTIMAL
pglib_opf_case2868_rte__sad,2868,3808,2.02E+06,30.96375884,OPTIMAL
pglib_opf_case2869_pegase__sad,2869,4582,2.47E+06,22.11317068,OPTIMAL
pglib_opf_case3_lmbd__api,3,3,11235.6806,0.02676152,OPTIMAL
pglib_opf_case5_pjm__api,5,6,76377.41097,0.053921715,OPTIMAL
pglib_opf_case14_ieee__api,14,20,5999.36308,0.053522563,OPTIMAL
pglib_opf_case24_ieee_rts__api,24,38,134943.6269,0.103719706,OPTIMAL
pglib_opf_case30_as__api,30,41,4996.200858,0.159179402,OPTIMAL
pglib_opf_case30_ieee__api,30,41,18043.92315,0.070538192,OPTIMAL
pglib_opf_case39_epri__api,39,46,249672.325,0.164907373,OPTIMAL
pglib_opf_case57_ieee__api,57,80,49290.35986,0.142862079,OPTIMAL
pglib_opf_case73_ieee_rts__api,73,120,422627.5087,0.548839692,OPTIMAL
pglib_opf_case89_pegase__api,89,210,130174.8458,1.022600886,OPTIMAL
pglib_opf_case118_ieee__api,118,186,242236.7888,0.559127391,OPTIMAL
pglib_opf_case162_ieee_dtc__api,162,284,120992.4146,0.659056978,OPTIMAL
pglib_opf_case179_goc__api,179,263,1.93E+06,1.77019814,OPTIMAL
pglib_opf_case200_activ__api,200,245,35701.46713,0.641544902,OPTIMAL
pglib_opf_case240_pserc__api,240,448,4.64E+06,7.650547054,OPTIMAL
pglib_opf_case300_ieee__api,300,411,684985.4903,1.34528843,OPTIMAL
pglib_opf_case500_goc__api,500,733,692407.3374,3.224033643,OPTIMAL
pglib_opf_case588_sdet__api,588,686,394756.5753,2.141143754,OPTIMAL
pglib_opf_case793_goc__api,793,913,318853.5271,3.840243435,OPTIMAL
pglib_opf_case1354_pegase__api,1354,1991,1.50E+06,8.297898075,OPTIMAL
pglib_opf_case1888_rte__api,1888,2531,1.95E+06,14.04387622,OPTIMAL
pglib_opf_case1951_rte__api,1951,2596,2.41E+06,15.37467987,OPTIMAL
pglib_opf_case2000_goc__api,2000,3639,1.47E+06,14.20657304,OPTIMAL
pglib_opf_case2312_goc__api,2312,3013,571515.3714,20.02044064,OPTIMAL
pglib_opf_case2383wp_k__api,2383,2896,279125.8176,4.057153646,OPTIMAL
pglib_opf_case2736sp_k__api,2736,3504,653938.6925,14.02694,OPTIMAL
pglib_opf_case2737sop_k__api,2737,3506,367154.4647,12.4790945,OPTIMAL
pglib_opf_case2742_goc__api,2742,4673,642190.7508,41.58403773,OPTIMAL
pglib_opf_case2746wop_k__api,2746,3514,511658.6164,5.937325737,OPTIMAL
pglib_opf_case2746wp_k__api,2746,3514,581825.0455,8.045000888,OPTIMAL
pglib_opf_case2848_rte__api,2848,3776,1.50E+06,43.75309065,OPTIMAL
pglib_opf_case2853_sdet__api,2853,3921,2.46E+06,19.83298896,OPTIMAL
pglib_opf_case2868_rte__api,2868,3808,2.29E+06,38.69844322,OPTIMAL
pglib_opf_case2869_pegase__api,2869,4582,2.93E+06,24.84211754,OPTIMAL
pglib_opf_case3_lmbd,3,3,5812.642935,0.018530309,OPTIMAL
pglib_opf_case5_pjm,5,6,17551.89084,0.03132762,OPTIMAL
pglib_opf_case14_ieee,14,20,2178.080411,0.038426685,OPTIMAL
pglib_opf_case24_ieee_rts,24,38,63352.20109,0.273657255,OPTIMAL
pglib_opf_case30_as,30,41,803.1273104,0.05108876,OPTIMAL
pglib_opf_case30_ieee,30,41,8208.515428,0.073208178,OPTIMAL
pglib_opf_case39_epri,39,46,138415.5625,0.129309897,OPTIMAL
pglib_opf_case57_ieee,57,80,37589.3382,0.113724197,OPTIMAL
pglib_opf_case73_ieee_rts,73,120,189764.0772,0.239214493,OPTIMAL
pglib_opf_case89_pegase,89,210,107285.6731,0.531784473,OPTIMAL
pglib_opf_case118_ieee,118,186,97213.60694,0.404050934,OPTIMAL
pglib_opf_case162_ieee_dtc,162,284,108075.6437,0.592180963,OPTIMAL
pglib_opf_case179_goc,179,263,754266.4142,0.918347556,OPTIMAL
pglib_opf_case200_activ,200,245,27557.57047,0.396549018,OPTIMAL
pglib_opf_case240_pserc,240,448,3.33E+06,7.269021345,OPTIMAL
pglib_opf_case300_ieee,300,411,565219.9719,1.142962301,OPTIMAL
pglib_opf_case500_goc,500,733,454945.9783,2.279454186,OPTIMAL
pglib_opf_case588_sdet,588,686,313139.78,1.924597711,OPTIMAL
pglib_opf_case793_goc,793,913,260197.8479,2.998072757,OPTIMAL
pglib_opf_case1354_pegase,1354,1991,1.26E+06,8.391722086,OPTIMAL
pglib_opf_case1888_rte,1888,2531,1.40E+06,15.84331016,OPTIMAL
pglib_opf_case1951_rte,1951,2596,2.09E+06,31.34100521,OPTIMAL
pglib_opf_case2000_goc,2000,3639,973432.4715,12.33142728,OPTIMAL
pglib_opf_case2312_goc,2312,3013,441330.3289,13.87177121,OPTIMAL
pglib_opf_case2383wp_k,2383,2896,1.87E+06,13.90432177,OPTIMAL
pglib_opf_case2736sp_k,2736,3504,1.31E+06,11.21943286,OPTIMAL
pglib_opf_case2737sop_k,2737,3506,777727.6838,9.777221278,OPTIMAL
pglib_opf_case2742_goc,2742,4673,275705.4526,48.57637647,OPTIMAL
pglib_opf_case2746wop_k,2746,3514,1.21E+06,12.59548772,OPTIMAL
pglib_opf_case2746wp_k,2746,3514,1.63E+06,11.7439018,OPTIMAL
pglib_opf_case2848_rte,2848,3776,1.29E+06,29.67834806,OPTIMAL
pglib_opf_case2853_sdet,2853,3921,2.05E+06,17.75133905,OPTIMAL
pglib_opf_case2868_rte,2868,3808,2.01E+06,27.4689987,OPTIMAL
pglib_opf_case2869_pegase,2869,4582,2.46E+06,23.94650636,OPTIMAL
nesta_case3_lmbd__sad,3,3,5959.329814,0.017264049,OPTIMAL
nesta_case4_gs__sad,4,4,315.8385214,0.020323402,OPTIMAL
nesta_case5_pjm__sad,5,6,26115.19356,0.033041803,OPTIMAL
nesta_case6_c__sad,6,7,24.37591448,0.025115636,OPTIMAL
nesta_case6_ww__sad,6,11,3146.270585,0.023971925,OPTIMAL
nesta_case9_wscc__sad,9,9,5528.25757,0.040793857,OPTIMAL
nesta_case14_ieee__sad,14,20,244.0524982,0.030110077,OPTIMAL
nesta_case24_ieee_rts__sad,24,38,76943.24194,0.120221645,OPTIMAL
nesta_case29_edin__sad,29,99,41258.45232,0.947248313,OPTIMAL
nesta_case30_as__sad,30,41,897.4856894,0.097087965,OPTIMAL
nesta_case30_fsr__sad,30,41,576.786377,0.074436646,OPTIMAL
nesta_case30_ieee__sad,30,41,204.9683508,0.099023364,OPTIMAL
nesta_case39_epri__sad,39,46,96745.01246,0.124591861,OPTIMAL
nesta_case57_ieee__sad,57,80,1143.272727,0.263798887,OPTIMAL
nesta_case73_ieee_rts__sad,73,120,227745.7271,0.569857886,OPTIMAL
nesta_case89_pegase__sad,89,210,5819.80611,0.553291185,OPTIMAL
nesta_case118_ieee__sad,118,186,4106.721471,0.773339608,OPTIMAL
nesta_case162_ieee_dtc__sad,162,284,4253.51409,0.775312166,OPTIMAL
nesta_case189_edin__sad,189,206,864.8199344,0.582215265,OPTIMAL
nesta_case240_wecc__sad,240,448,76494.69497,8.103229686,OPTIMAL
nesta_case300_ieee__sad,300,411,16893.92035,1.383002666,OPTIMAL
nesta_case1354_pegase__sad,1354,1991,74069.97095,6.756217905,OPTIMAL
nesta_case1394sop_eir__sad,1418,1920,1449.324564,6.410158335,OPTIMAL
nesta_case1397sp_eir__sad,1418,1919,4237.817334,7.303878714,OPTIMAL
nesta_case1460wp_eir__sad,1481,1988,5336.97549,6.147718675,OPTIMAL
nesta_case1888_rte__sad,1888,2531,59805.46923,61.82045384,OPTIMAL
nesta_case1951_rte__sad,1951,2596,81786.11734,30.44811863,OPTIMAL
nesta_case2224_edin__sad,2224,3207,38265.49512,16.51460519,OPTIMAL
nesta_case2383wp_mp__sad,2383,2896,1.92E+06,16.38276753,OPTIMAL
nesta_case2736sp_mp__sad,2736,3504,1.33E+06,15.62282846,OPTIMAL
nesta_case2737sop_mp__sad,2737,3506,792664.6544,13.74970222,OPTIMAL
nesta_case2746wop_mp__sad,2746,3514,1.23E+06,13.04642624,OPTIMAL
nesta_case2746wp_mp__sad,2746,3514,1.67E+06,13.58276376,OPTIMAL
nesta_case2848_rte__sad,2848,3776,53031.15298,129.1527954,OPTIMAL
nesta_case2868_rte__sad,2868,3808,79818.39534,70.80072955,OPTIMAL
nesta_case2869_pegase__sad,2869,4582,134015.3501,15.80820315,OPTIMAL
nesta_case3_lmbd__api,3,3,367.4398087,0.021321006,OPTIMAL
nesta_case4_gs__api,4,4,766.6720187,0.018844838,OPTIMAL
nesta_case5_pjm__api,5,6,2996.320394,0.02884603,OPTIMAL
nesta_case6_c__api,6,7,813.8676488,0.020929812,OPTIMAL
nesta_case9_wscc__api,9,9,656.2260979,0.024809384,OPTIMAL
nesta_case14_ieee__api,14,20,325.1251269,0.041024061,OPTIMAL
nesta_case24_ieee_rts__api,24,38,6426.654256,0.109613666,OPTIMAL
nesta_case29_edin__api,29,99,295291.2159,0.35066229,OPTIMAL
nesta_case30_as__api,30,41,570.0822973,0.084315711,OPTIMAL
nesta_case30_fsr__api,30,41,366.5647641,0.094385482,OPTIMAL
nesta_case30_ieee__api,30,41,414.9933123,0.073075676,OPTIMAL
nesta_case39_epri__api,39,46,7460.367996,0.105282291,OPTIMAL
nesta_case57_ieee__api,57,80,1430.653516,0.16523123,OPTIMAL
nesta_case73_ieee_rts__api,73,120,19994.99798,0.48778989,OPTIMAL
nesta_case89_pegase__api,89,210,4255.438225,1.243361917,OPTIMAL
nesta_case118_ieee__api,118,186,10269.81759,0.661989521,OPTIMAL
nesta_case162_ieee_dtc__api,162,284,6106.864661,0.719866353,OPTIMAL
nesta_case189_edin__api,189,206,1914.147724,0.620175406,OPTIMAL
nesta_case240_wecc__api,240,448,142673.7092,7.901830849,OPTIMAL
nesta_case300_ieee__api,300,411,19867.93034,1.228410933,OPTIMAL
nesta_case1354_pegase__api,1354,1991,52448.51437,8.605423591,OPTIMAL
nesta_case1394sop_eir__api,1418,1920,3377.648988,8.142439864,OPTIMAL
nesta_case1397sp_eir__api,1418,1919,6665.767621,6.287914771,OPTIMAL
nesta_case1460wp_eir__api,1481,1988,6444.914924,5.794519311,OPTIMAL
nesta_case1888_rte__api,1888,2531,58545.60533,12.71700719,OPTIMAL
nesta_case1951_rte__api,1951,2596,75638.74632,14.52315209,OPTIMAL
nesta_case2224_edin__api,2224,3207,44435.04844,17.04751193,OPTIMAL
nesta_case2383wp_mp__api,2383,2896,23489.27021,10.10414144,OPTIMAL
nesta_case2736sp_mp__api,2736,3504,25883.72149,11.01731306,OPTIMAL
nesta_case2737sop_mp__api,2737,3506,21674.99757,10.99296458,OPTIMAL
nesta_case2746wop_mp__api,2746,3514,22803.23355,11.196898,OPTIMAL
nesta_case2746wp_mp__api,2746,3514,25963.78073,10.63322101,OPTIMAL
nesta_case2848_rte__api,2848,3776,44032.3606,35.58760665,OPTIMAL
nesta_case2868_rte__api,2868,3808,75505.74878,45.92287566,OPTIMAL
nesta_case2869_pegase__api,2869,4582,98414.80411,20.29603955,OPTIMAL
nesta_case2869_pegase,2869,4582,133999.2881,14.3149547,OPTIMAL
nesta_case3_lmbd,3,3,5812.642935,0.016414946,OPTIMAL
nesta_case4_gs,4,4,156.4269274,0.01553488,OPTIMAL
nesta_case5_pjm,5,6,17551.89084,0.028400887,OPTIMAL
nesta_case6_c,6,7,23.20607218,0.018775569,OPTIMAL
nesta_case6_ww,6,11,3143.974523,0.017162062,OPTIMAL
nesta_case9_wscc,9,9,5296.686202,0.02747684,OPTIMAL
nesta_case14_ieee,14,20,244.0524982,0.030948958,OPTIMAL
nesta_case24_ieee_rts,24,38,63352.20109,0.07117081,OPTIMAL
nesta_case29_edin,29,99,29895.49436,0.322687062,OPTIMAL
nesta_case30_as,30,41,803.1273104,0.05000216,OPTIMAL
nesta_case30_fsr,30,41,575.76888,0.053466319,OPTIMAL
nesta_case30_ieee,30,41,204.9683508,0.067301685,OPTIMAL
nesta_case39_epri,39,46,96505.51873,0.079925981,OPTIMAL
nesta_case57_ieee,57,80,1143.272727,0.111384196,OPTIMAL
nesta_case73_ieee_rts,73,120,189764.0772,0.232244094,OPTIMAL
nesta_case89_pegase,89,210,5819.80611,0.349086937,OPTIMAL
nesta_case118_ieee,118,186,3718.636328,0.395900133,OPTIMAL
nesta_case162_ieee_dtc,162,284,4230.226236,0.65209307,OPTIMAL
